Variable / Field Name,Form Name,Section Header,,Item Header,,Field Label,"Choices, Calculations, OR Slider Labels",Field Type,,,Text Validation Min,Text Validation Max,,,Form Display Name
428,qr75,,,,,"I expected to have closer and warmer feelings for my child than I do, and this bothers me.","SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
429,qr75,,,,,Sometimes my child does things that bother me just to be mean.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
430,qr75,,,,,My child seems to cry or fuss more often than most children.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
431,qr75,,,,,My child generally wakes up in a bad mood.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
432,qr75,,,,,I feel that my child is very moody and easily upset.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
433,qr75,,,,,"Compared to the average child, my child has a great deal of difficulty in getting used to changes in schedules or changes around the house.","SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
434,qr75,,,,,My child reacts very strongly when something happens that my child doesn't like.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
435,qr75,,,,,"When playing, my child doesn't often giggle or laugh.","SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
436,qr75,,,,,My child's sleeping or eating schedule was much harder to establish than I expected.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
437,qr75,,,,,I have found that getting my child to do something or stop doing something is: (Choose a response from the choices below.) 1) much harder than I expected. 2) somewhat harder than I expected. 3) about as hard as I expected. 4) somewhat easier than I expected. 5) much easier than I expected.,"1="""", 2="""", 3="""", 4="""", 5=""""",1,1,1,1,oo,,,75
438,qr75,,,,,"Think carefully and count the number of things which your child does that bothers you. For example, dawdles, refuses to listen, overactive, cries, interrupts, fights, whines, etc. (Choose a response from the choices below.) 1) 1-3, 2) 4-5, 3) 6-7, 4) 8-9, 5) 10+","1="""", 2="""", 3="""", 4="""", 5=""""",1,1,1,oo,5,,,75
439,qr75,,,,,There are some things my child does that really bother me a lot.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
440,qr75,,,,,My child's behavior is more of a problem than I expected.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
441,qr75,,,,,My child makes more demands on me than most children.,"SA=Strongly Agree, A=Agree, NS= Not Sure, D=Disagree, SD=Strongly Disagree",1,1,n/a,oo,SA,,,75
523,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You have a friendly talk with your child,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
524,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You let your child know when he/she is doing a good job with something,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
525,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You threaten to punish your child and then do not actually punish him/her,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
526,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,"You volunteer to help with special activities that your child is involved with (such as sports, boy/girl scouts, church youth groups)","1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
527,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You reward or give something extra to your child for obeying you or behaving well,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
528,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You child fails to leave a note or to let you know where he/she is going,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
529,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You play games or do other fun things with your child,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
530,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,Your child talks you out of being punished after he/she has done something wrong,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
531,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You ask your child about his/her day in school,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
532,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,Your child stays out in the evening past the time that he/she is supposed to be home,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
533,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You help your child with his/her homework,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
534,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You give up trying to get your child to obey you because it's too much trouble,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
535,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You compliment your child when he/she has done something well,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
536,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You ask your child what his/her plans are for the coming day,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
537,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You drive your child to a special activity,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
538,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You praise your child for behaving well,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
539,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You do not know the friends your child is with,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
540,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You hug or kiss your child when he/she has done something well,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
541,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,Your child goes out with a set time to be home,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
542,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You talk to your child about his/her friends,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
543,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,Your child goes out after dark without an adult,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
544,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You let your child out of a punishment early (like lift restrictions earlier than you originally said),"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
545,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,Your child helps plan family activities,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
546,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You get so busy that you forget where your child is and what he/she is doing,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
547,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,Your child is not punished when he/she has done something wrong,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
548,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,"You attend PTA meetings, parent/teacher conderences, or other meetings at your child's school","1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
549,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You tell your child that you like it when he/she helps out around the house,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,1,oo,,,49
550,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You don't check that your child comes home at the time he/she was supposed to,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
551,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You don't tell your child where you are going,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
552,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,Your child comes home from school more than an hour past the time you expect him/her to be home,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
553,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,The punishment you give your child depends on your mood,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
554,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,Your child is at home without adult supervision,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
555,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You spank your child with your hand when he/she has done something wrong,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
556,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You ignore your child when he/she is misbehaving,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
557,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You slap your child when he/she has done something wrong,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
558,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You take away privileges or money from your child as a punishment,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
559,qr49,"The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS","The following are a number of statements about your family. Please rate each item to show how often it TYPICALLY occurs in your home. The possible answers are 1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always. PLEASE ANSWER ALL ITEMS",,,You send your child to his/her room as a punishment,"1=Never, 2=Almost Never, 3=Sometimes, 4=Often, 5=Always",1,1,1,oo,5,,,49
